title_id,ganres
1803565,Криминал
1803565,Боевик
1803565,Драма
1803565,Комедия
2537733,Драма
2719217,История
2719217,Боевик
2719217,Драма
1535783,Триллер
1535783,Драма
1176195,Драма
1641368,Мелодрама
1641368,Драма
1641368,Комедия
1641368,Спорт
1803570,Драма
1385132,Криминал
1385132,Детектив
1273079,Мелодрама
1273079,Комедия
1176411,Мелодрама
1176411,Драма
1174378,Мелодрама
1174378,Комедия
1101527,Драма
1193044,Драма
1193044,Комедия
2046663,Комедия
1108462,Комедия
127991,Боевик
127991,Мелодрама
127991,Драма
127991,Комедия
1836723,Драма
1544867,Мелодрама
1544867,Драма
1305710,История
1305710,Биография
1305710,Боевик
1305710,Драма
1305710,Спорт
1905931,Драма
316561,Драма
1858207,Боевик
1858207,Мелодрама
1858207,Драма
1646043,Мелодрама
1646043,Драма
1646043,Комедия
1559205,Фэнтези
1559205,Драма
1559205,Комедия
2061415,Семейный
2061415,Драма
2061415,Комедия
1410431,Триллер
1410431,Боевик
1410431,Мелодрама
1410431,Драма
1320409,Боевик
2027922,История
2027922,Криминал
2027922,Триллер
2027922,Боевик
2027922,Драма
2197307,Военный
2197307,Боевик
2197307,Драма
1558858,Фэнтези
1558858,Драма
1558858,Комедия
1630722,Приключения
1630722,Анимация
2079170,Экшн
2079170,Семейный
2079170,Детский
2079170,История
2079170,Боевик
2079170,Фэнтези
2079170,Приключения
2079170,Анимация
2225372,Детский
2225372,Приключения
2520987,Детский
2520987,Комедия
2520987,Спорт
2755321,Фантастика
2755321,Приключения
2928522,Фантастика
2928522,Боевик
2928522,Приключения
1699761,Анимация
2266606,Семейный
2266606,Детский
2266606,Фантастика
2266606,Анимация
729987,Фантастика
1408413,Приключения
1304709,Приключения
1171609,Приключения
1624881,Приключения
1957366,Детский
1957366,Путешествия
2240561,Детский
2524566,Семейный
2524566,Короткометражка
2524566,Фантастика
2524566,Боевик
2524566,Фэнтези
2524566,Комедия
2524566,Приключения
2573108,Семейный
2573108,Детский
2717725,Детский
2717725,Фантастика
2717725,Боевик
2717725,Комедия
2717725,Анимация
1452694,Комедия
1452694,Приключения
1452694,Сказка
1085330,Боевик
1085330,Комедия
2693556,Детский
2693556,Фантастика
2693556,Боевик
2693556,Приключения
2612548,Детский
1606686,Приключения
1711576,Приключения
1832212,Комедия
1832212,Приключения
1745050,Приключения
2713215,Семейный
2713215,Детский
2713215,Приключения
2713215,Анимация
1320732,Приключения
1460964,Фэнтези
1460964,Комедия
1460964,Приключения
1936248,Семейный
1936248,Фантастика
1936248,Фэнтези
1936248,Приключения
2628330,Фэнтези
2628330,Приключения
1936166,Фэнтези
1936166,Приключения
2628336,Фэнтези
2628336,Приключения
1220331,Комедия
1220331,Приключения
1689448,Фэнтези
1689448,Комедия
1689448,Приключения
2002264,Семейный
2628333,Фэнтези
2628333,Приключения
